name;roaster;roast;loc_country;origin;100g_USD;rating;review_date;review;
El Peñon Nicaragua;Barrington Coffee Roasting;Light;United States;Nicaragua;5,28;94;December 2017;Vibrant, richly sweet, clear-toned. Roasted cacao nib, ginger blossom, dried fig, sandalwood, sugar cane in aroma and cup. Lushly sweet-tart in structure with juicy acidity;
Ethiopia Suke Quto Honey;Paradise Roasters;Medium-Light;United States;Ethiopia;5,28;94;February 2018;Bright, richly sweet. Lime blossom, raspberry jam, sandalwood, roasted cacao nib, maple syrup in aroma and cup. Sweetly tart in structure with juicy acidity;
Kenya Nyeri Gatugi Peaberry;Moore Coffee;Medium;United States;Kenya;5,28;94;April 2018; Richly sweet-savory, roast-cradled. Toasted coconut, black currant, tamari-roasted almond, myrrh, lavender in aroma and cup. Sweetly savory in structure with balanced, juicy acidity;
Ethiopia Yirgacheffe Awassa;Paradise Roasters;Medium-Light;United States;Ethiopia;5,28;93;January 2019;Bright, crisply sweet, chocolaty. Lemon blossom, nougat, roasted cacao nib, pomegranate, violet in aroma and cup. Balanced, sweetly tart structure with juicy, bright acidity;
Ethiopia Yirgacheffe GR1 Bedhatu Jibicho Washed;Klatch Coffee;Medium-Light;United States;Ethiopia;5,28;93;November 2019;Deeply sweet, crisply herb-toned. Lemon verbena, plum, baking chocolate, hazelnut, honeysuckle in aroma and cup. Sweetly tart structure with brisk acidity;
El Salvador Pacamara;RamsHead Coffee Roasters;Medium;United States;El Salvador;5,28;92;July 2020;Richly sweet-savory, cocoa-toned. Cocoa powder, hop flowers, black cherry, fresh-cut oak, agave syrup in aroma and cup. Balanced, bittersweet structure with brisk acidity;
Ethiopia Uraga Washed G1;RamsHead Coffee Roasters;Medium-Light;United States;Ethiopia;5,28;94;may-21;Juicy, bright, intricately balanced. Apricot, cocoa nib, jasmine, maple syrup, almond butter in aroma and cup. Crisply sweet-tart with bright, citrusy acidity;
Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural;RamsHead Coffee Roasters;Medium-Light;United States;Nicaragua;5,28;92;August 2021;Fruit-forward, deeply sweet. Blueberry, dark chocolate, magnolia, cedar, almond in aroma and cup. Sweet structure with gentle acidity;
El Salvador Pacamara;RamsHead Coffee Roasters;Medium-Light;United States;El Salvador;5,28;93;August 2021;Chocolaty, sweetly savory. Baking chocolate, lemon verbena, pomegranate, fresh-cut oak, maple syrup in aroma and cup. Sweet-toned structure with round acidity;
Dreadnaught Espresso;Trident Coffee;Medium;United States;Peru;5,28;92;July 2022;Evaluated as espresso. Chocolaty, roast-rounded. Cocoa powder, date, salted caramel, gardenia, fresh-cut fir in aroma and small cup. Crisp, velvety mouthfeel;
Trident Carmo de Minas;Trident Coffee;Medium-Light;United States;Brazil;5,28;90;July 2022;Sweetly nut-toned. Cashew, caramel, cedar, orange zest, lily in aroma and cup. Sweet structure with brisk acidity;
Organic Ethiopia Kirite;Wonderstate Coffee;Medium-Light;United States;Ethiopia;5,29;93;November 2017;High-toned, crisply sweet. Lemon blossom, apricot, frankincense, spearmint, roasted cacao nib in aroma and cup. Balanced, complete sweet-savory structure;
Kenya Nyeri Othaya Gatugi Red Cherry Project AA;Jackrabbit Java;Medium-Dark;United States;Kenya;5,29;92;November 2017;Sweetly pungent, gently roasty. Scorched cedar, dark chocolate, plum, lavender, lime zest in aroma and cup. Complex in structure: sweetly tart with a roasty, savory depth. Light, satiny mouthfeel. Lemon zest, dark chocolate, plum carry into a rich though drying finish.;
Ethiopia Yirgacheffe Koke;Argyle Coffee Roasters;Medium-Light;United States;Ethiopia;5,29;93;April 2018;Multi-layered, intricate. Raspberry, chocolate fudge, lavender, vanilla, rum cordial in aroma and cup. Sweetly tart in structure with fruit-toned acidity;
DR Congo FTO Bourbon SOPACDI;Dragonfly Coffee Roasters;Medium-Light;United States;Democratic Republic Of The Congo;5,29;94;June 2018;Richly savory, deeply sweet. Ginger blossom, almond brittle, pear, fresh, moist forest notes, wildflower honey in aroma and cup. Structured balance among sweet, tart and savory tastes;
Minas Gerais Isaias Ferreira No. 2;Novel Coffee Roasters;Medium-Light;United States;Brazil;5,29;91;may-18;Delicate, chocolate-toned. Dark chocolate, hazelnut, raisin, hints of lily and oak in aroma and cup. Balanced, sweet-toned structure;
Brazil Fazenda São Bento;Old Soul Co.;Medium-Light;United States;Brazil;5,29;93;may-18;Deeply and sweetly pungent, juicy. Black currant, orange zest, cocoa, lavender, oak in aroma and cup. Sweetly and gently tart in structure, gently savory-edged. Light but silky, lively mouthfeel. Quietly rich finish: orange zest and lavender. ;
Costa Rica Cumbres Del Poas “Perla Negra” Natural;Magnolia Coffee;Medium-Light;United States;Costa Rica;5,29;94;August 2018;Evaluated as espresso. Bright, richly sweet, fruit- and cocoa-toned. Pomegranate, dark chocolate, narcissus, hazelnut, vanilla in aroma and small cup. Plush, creamy mouthfeel;
Ethiopia Deri Kochoha;States Coffee & Mercantile;Medium-Light;United States;Ethiopia;5,29;93;August 2018;Sweetly and gently tart. Lavender, brown sugar, lemon zest, honeydew melon, fresh pipe tobacco in aroma and cup. Delicately sweet-tart and juicy in structure;
Guatemala Finca Las Terrazas;States Coffee & Mercantile;Medium-Light;United States;Guatemala;5,29;93;August 2018;Sweet yet zesty, vivacious. Honey, peach, ripe lime zest, black tea, a hint of parsley in aroma and cup. Sweetly brisk, lively in structure;
Costa Rica Tirra Natural;Argyle Coffee Roasters;Medium-Light;United States;Costa Rica;5,29;92;August 2018;Evaluated as espresso. Fruit-toned, crisply sweet-tart. Ripe strawberry, dark chocolate, pink grapefruit zest, salted caramel, a hint of grapey spirits (think grappa barrel) in aroma and small cup. Velvety-smooth mouthfeel;
Ethiopia Yirgacheffe Natural Espresso;Dragonfly Coffee Roasters;Medium-Light;United States;Ethiopia;5,29;94;September 2018;Evaluated as espresso. Elegantly fruit-toned and floral. Dried apricot, lychee, sandalwood, cashew butter, honeysuckle in aroma and small cup. Plush, creamy mouthfeel;
Ethiopia Yirgacheffe Natural;Dragonfly Coffee Roasters;Medium-Light;United States;Ethiopia;5,29;94;September 2018;Sweet, deeply and complexly fruit-toned. Very ripe strawberry, pineapple guava, dark chocolate, distinct lavender-like flowers, aromatic cedar in aroma and cup. Roundly sweet in structure, with a gentle and pleasing bitter edge. Full, plush mouthfeel. Lavender and chocolate dominate in a faintly and pleasantly spirits-tinged finish.;
Ethiopia Limu;Big Shoulders Coffee;Medium-Light;United States;Ethiopia;5,29;93;October 2018;Bright, rich-toned, deeply sweet. Tangerine zest, almond paste, lemon verbena, honeysuckle, apricot in aroma and cup. Sweetly herbaceous in structure with juicy, bright acidity;
Ethiopia Hambela Natural;Big Shoulders Coffee;Medium-Light;United States;Ethiopia;5,29;94;October 2018;Richly fruit-toned, deeply sweet. Dried raspberry, dark chocolate, cedar, freesia, honey in aroma and cup. Sweet-tart in structure, with lively acidity;
Roba Ethiopia (Chelbessa);Greater Goods Coffee Roasters;Medium-Light;United States;Ethiopia;5,29;93;October 2018;Crisply sweet-savory. Coconut, hibiscus, star anise, roasted cacao nib, cedar in aroma and cup. Sweetly tart in structure with bright acidity;
Adanech Ethiopia Guji;Steady State Roasting Company;Light;United States;Ethiopia;5,29;91;November 2018;Sweetly herbaceous, richly cocoa-toned. Baker’s chocolate, lemon verbena, toffee, allspice, hazelnut in aroma and cup. Sweet-toned structure with brisk acidity;
Finca Insul Guatemala Pacamara;Augie's Coffee Roasters;Medium-Light;United States;Guatemala;5,29;93;November 2018;Delicate, sweetly spice-toned. Salted caramel, black cherry, cinnamon, roasted cashew, clover flower in aroma and cup.  Sweet-savory structure;
Ethiopia WORKA;Red Rooster Coffee Roaster;Medium-Light;United States;Ethiopia;5,29;94;December 2018;Delicately floral and fruit-toned. Honeysuckle, honeydew melon, lemon verbena, roasted cacao nib, frankincense in aroma and cup. Sweet-tart structure with playful, bright acidity;
Ethiopia Banko Dhadhato Washed;Red Rooster Coffee Roaster;Light;United States;Ethiopia;5,29;94;December 2018;Delicately opulent. Honey, lemon blossom, cocoa, fresh pipe tobacco, a hint of roasted nut in aroma and cup. Very sweet, gently crisp in structure;
Ethiopia Kochere Natural;Dragonfly Coffee Roasters;Medium-Light;United States;Ethiopia;5,29;94;February 2019;Richly bittersweet, complexly fruit-toned. Chocolate fudge, dried mulberry, candied pink grapefruit zest, pistachio brittle, wisteria-like flowers in aroma and cup. Deeply sweet structure with high-toned, lively acidity;
Ethiopia Washed Kochere;Speedwell Coffee;Medium-Light;United States;Ethiopia;5,29;92;February 2019;Bright, richly sweet. Jasmine, guava, pine nut, maple syrup, Nutella in aroma and cup. Sweet-toned structure with crisp, citrusy acidity;
Nano Challa Ethiopia;Tandem Coffee;Medium-Light;United States;Ethiopia;5,29;93;February 2019;High-toned, deeply sweet. Mango, gardenia, fresh-cut pine, molasses, hazelnut in aroma and cup. Sweet-tart structure with pert, lively acidity;
Ethiopia Guji;States Coffee & Mercantile;Medium-Light;United States;Ethiopia;5,29;94;March 2019;Richly sweet, spice-toned. Star jasmine, mango chutney, sandalwood, cacao nib, pink peppercorn in aroma and cup. Sweet-savory structure with crisp acidity;
Kenya Karindundu AA Small Lot Reserve;Dragonfly Coffee Roasters;Medium-Light;United States;Kenya;5,29;97;February 2019;Lush, deeply floral, resonantly tropical. Plumeria, coconut, dark chocolate, tamarind, frankincense in aroma and cup. The structure is superbly balanced among sweet, savory and tart, with juicy-bright acidity. Plush, syrupy mouthfeel. The seemingly eternal finish sustains all of the flavor notes from the cup in ringing harmony.;
Ethiopia Sidamo Sasaba;Temple Coffee Roasters;Medium-Light;United States;Ethiopia;5,29;92;June 2019;Richly sweet, cocoa-toned. Dark chocolate, apricot, hazelnut, lilac, maple syrup in aroma and cup. Balanced, bittersweet structure with rounded acidity;
Ethiopia Yirgacheffe Chelelektu Natural;Dragonfly Coffee Roasters;Medium-Light;United States;Ethiopia;5,29;96;August 2019;Deeply sweet, elegantly rich. Mulberry, sandalwood, tangerine zest, jasmine, baking spices in aroma and cup. Sweetly tart in structure with high-toned, juicy acidity;
Ethiopia Guji Uraga;Pedestrian Coffee;Medium-Light;United States;Ethiopia;5,29;93;October 2019;Crisp, delicate, richly sweet. Red plum, cocoa nib, jasmine, sandalwood, brown sugar in aroma and cup. Sweet-toned structure with vivacious acidity;
Cordillera del Fuego Costa Rica Anaerobic;Collage Coffee;Medium-Light;United States;Costa Rica;5,29;93;November 2019;Richly spicy, musky, chocolaty. Mexican chocolate (cocoa nib, vanilla, cinnamon, sugar), dried parsley, nutmeg, musk in aroma and cup. Crisp and piquant in structure;
Costa Rica Anaerobic;Manzanita Roasting Company;Light;United States;Costa Rica;5,29;93;November 2019;Intense, spicy-sweet, chocolaty. Mexican chocolate (cocoa nib, vanilla, cinnamon, sugar), oak, orange zest, juniper berry or a light whiff of gin in aroma and cup. Sweet but crisp and balanced in structure, with a savory bottom. Light, though quite syrupy, mouthfeel. Cinnamon dominates in the short finish, but cocoa comes forward in a sweet and long-lasting finish.;
Colombia Huila;Baba Java Coffee;Light;United States;Colombia;5,29;91;October 2019;Crisp, bright, savory-sweet. Cashew brittle, lemon blossom, tamarind, cedar, herbed goat cheese in aroma and cup. Tart-savory structure with brisk acidity;
Nicaragua Finca Idealista;South Slope Coffee Roasters;Medium-Light;United States;Nicaragua;5,29;92;October 2019;Richly sweet, vibrantly bright. Pink grapefruit zest, cocoa nib, apricot, hazelnut, cedar in aroma and cup. Sweet-tart structure with pert acidity;
Ethiopia Shakiso;Battlecreek Coffee Roasters;Medium-Light;United States;Ethiopia;5,29;93;January 2020;Rich-toned, fruit-forward, deeply sweet. Strawberry jam, cocoa nib, ginger flower, fresh-cut fir, maple syrup in aroma and cup. Sweet in structure with brisk acidity;
Ethiopia Guji Darii Kojowa Grade 1;Cloud City Coffee;Medium-Light;United States;Ethiopia;5,29;92;February 2020;Richly fruit-centered, deeply sweet. Dried blueberry, magnolia, cashew, cedar, baking chocolate in aroma and cup. Sweet in structure with gentle, round acidity;
Ethiopia FTO;Equator Coffees;Medium-Light;United States;Ethiopia;5,29;92;February 2020;Crisp, delicately sweet-toned. Bergamot, Fig Newton, baking chocolate, magnolia, cedar in aroma and cup. Sweet structure with gentle, round acidity;
Ethiopia Sidama Bombe Natural;Fire Ridge Coffee;Medium;United States;Ethiopia;5,29;93;April 2020;Cleanly fruit-forward. Ripe strawberry, bay (wood and leaf), cocoa nib, freesia-like flowers, pink peppercorn in aroma and cup. Sweet-savory structure with fruity acidity;
Ethiopia Danse Mormora;Bluebeard Coffee Roasters;Medium-Light;United States;Ethiopia;5,29;92;April 2020;Rich, deeply sweet-toned. Narcissus, black cherry, cedar, cashew butter, agave syrup in aroma and cup. Sweet-tart structure with gentle, citrusy acidity;
Ethiopia Konga;The WestBean Coffee Roasters;Medium;United States;Ethiopia;5,29;93;may-20;Crisply sweet, floral- and fruit-toned. Peach, narcissus, almond butter, nougat, cedar in aroma and cup. In structure sweetly and gently tart, with a balanced and roundly bright acidity. Satiny, lively mouthfeel. Peach and flowers linger in the finish.;
Guatemala Guaya’B Coop;States Coffee & Mercantile;Medium-Light;United States;Guatemala;5,29;92;June 2020;Delicate, sweet, citrus-toned. Cocoa nib, tangerine zest, almond, freesia-like flowers, apricot in aroma and cup. Sweet in structure with pert acidity;
Colombia Buesaco;Oak & Bond Coffee Company;Medium-Light;United States;Colombia;5,29;93;July 2020;High-toned, crisply sweet-tart. Tangerine zest, cocoa nib, apricot, cedar, freesia-like flowers in aroma and cup. Brightly sweet-tart structure with lively, juicy acidity;
Ethiopia Gatame Muka Natural;Brain Helmet;Medium-Light;United States;Ethiopia;5,29;93;August 2020;Richly sweet-tart, fruit-centered. Pomegranate, dark chocolate, toffee, cedar, narcissus-like flowers in aroma and cup. Tart-leaning structure with vibrant, juicy acidity;
Ethiopia Shakiso Natural;Atomic Coffee Roasters;Medium-Light;United States;Ethiopia;5,29;93;July 2020;Deeply aromatic, richly sweet-tart. Dried ripe cherry, honeysuckle, almond butter, baking chocolate, wine barrel in aroma and cup. Sweetly tart structure with fruit-toned, winy acidity;
Organic Panorama;Wonderstate Coffee;Medium-Light;United States;Ethiopia;5,29;93;August 2020;Crisply sweet, floral-toned. Narcissus, plum, almond, baking chocolate, a hint of bay leaf in aroma and cup. Sweet structure with round, gentle acidity;
Wush Wush Ginbo Keffa Ethiopia;Equiano Coffee;Medium-Light;United States;Ethiopia;5,29;95;August 2020;Profoundly sweet, fruit-forward, candy-like. Clementine orange, Jolly Rancher, milk chocolate, cane sugar, narcissus in aroma and cup. Sweet-toned structure with juicy, vibrant acidity;
Ethiopia Guji Natural;Portrait Coffee;Light;United States;Ethiopia;5,29;94;August 2020;Deeply sweet, rich-toned, bright and lively. Red grape, baking chocolate, marshmallow, macadamia nut, lime zest in aroma and cup. Sweet in structure with bright, balanced acidity;
Indonesian Sumatra Blend;Southeastern Roastery;Medium-Light;United States;Indonesia;5,29;93;August 2020;Deep-toned, sweetly herbaceous and earthy. Dried stone fruit medley, petrichor, cocoa powder, pipe tobacco, a hint of eucalyptus in aroma and cup. Sweetly savory structure with wine-toned acidity;
Costa Rica La Pastora;Atomic Coffee Roasters;Medium-Light;United States;Costa Rica;5,29;93;September 2020;Complex, richly sweet, fruit-toned. Apricot, orange blossom, caramel, cocoa powder, almond in aroma and cup. Sweet-tart structure with pert acidity;
Guatemala Carlos Rivas;Kaldi's Coffee;Medium-Light;United States;Guatemala;5,29;93;September 2020;Richly sweet-savory, chocolate-toned. Dark chocolate, date, pralines, tiger lily, a hint of cumin in aroma and cup. Sweet-savory structure with gentle, round acidity;
Kenya AA Top Gatomboya;States Coffee;Medium-Light;United States;Kenya;5,29;94;October 2020;Deep-toned, richly aromatic, complex. Black currant, honeysuckle, tamarind, dark chocolate, sandalwood in aroma and cup. Sweet-tart structure with juicy, sparkling acidity;
Ethiopia Guji 1 Natural Hambela Lot 215;SkyTop Coffee;Medium-Light;United States;Ethiopia;5,29;93;October 2020;Delicately sweet, berry-toned. Strawberry coulis, cocoa nib, freesia-like flowers, hazelnut, cedar in aroma and cup. Sweet structure with brisk acidity;
Halo Hartume;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,29;93;November 2020;Richly sweet, floral-toned. Freesia, tangerine zest, plum, cedar, a hint of marjoram in aroma and cup. Sweet in structure with high-toned, citrusy acidity;
Ethiopia Guji Super-Natural Decaf Water Process;Big Shoulders Coffee;Medium;United States;Ethiopia;5,29;91;November 2020;Deeply and roundly roast-toned. Dark chocolate, singed cedar, raisin, almond, magnolia in aroma and cup. Sweetly savory with gentle, round acidity;
Umoja Organic Red Bourbon;Equiano Coffee;Light;United States;Democratic Republic Of The Congo;5,29;93;November 2020;Balanced, deeply sweet with savory undertones. Caramel, red apple, baking chocolate, grapefruit zest, freesia-like flowers in aroma and cup. Sweetly savory structure with crisp, lively acidity;
Guatemala Bella Carmona;Big Shoulders Coffee;Medium-Light;United States;Guatemala;5,29;93;December 2020;Chocolaty, floral-toned. Baking chocolate, honeysuckle, date, almond butter, cedar in aroma and cup. Sweet structure with bright acidity;
Cual Bicicleta;Merge Coffee Company;Medium-Light;United States;Honduras;5,29;93;December 2020;Citrusy, spice-toned. Dried orange zest, baking spices, golden raisin, hazelnut, fresh-cut oak in aroma and cup. Sweet-toned structure with brisk acidity;
Guji Ethiopia Washed;Peach Coffee Roasters;Light;United States;Ethiopia;5,29;94;March 2021;Subtly complex, deeply sweet. Star jasmine, cocoa nib, mango, frankincense, spearmint in aroma and cup. Bright, juicy acidity;
Gigesa Natural;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,29;95;July 2021;Richly berry-toned, sweetly herbaceous. Raspberry coulis, lemon verbena, wild honey, cedar, a hint of marjoram in aroma and cup. Sweet structure with vibrant acidity;
Gigesa Ethiopia;JBC Coffee Roasters;Light;United States;Ethiopia;5,29;94;August 2021;Delicate, richly aromatic, complex. Tangerine zest, cocoa nib, guava, marjoram, jasmine in aroma and cup. Sweet-tart structure with zesty-bright acidity;
Ethiopia Yirgacheffe Aramo;States Coffee;Medium-Light;United States;Ethiopia;5,29;93;December 2021;Bright with spice-toned florals. Star jasmine, cocoa nib, grapefruit zest, agave syrup, cedar in aroma and cup. Sweet-tart structure with bright, juicy acidity;
Kenya Nyeri Gatomboya;States Coffee;Medium-Light;United States;Kenya;5,29;94;December 2021;Richly sweet, deeply savory. Wisteria, red currant, lime zest, tamarind, sandalwood in aroma and cup. Balanced structure with lively acidity;
Subrosa Ethiopia Kayon Mountain Organic Natural;States Coffee;Medium-Light;United States;Ethiopia;5,29;93;December 2021;Gently sweet-tart, cocoa-toned. Cocoa nib, orange, narcissus, mango, cedar in aroma and cup. Intricately sweet, bright, with brisk acidity;
Uganda Organic Sipi Falls Honey;Jackrabbit Java;Medium-Light;United States;Uganda;5,29;93;January 2022;Deep-toned, richly sweet. Dark chocolate, hazelnut butter, golden raisin, carnation, cedar in aroma and cup. Balanced structure with gentle acidity;
Ethiopia Guji Odo Shakiso;Merge Coffee Company;Medium-Light;United States;Ethiopia;5,29;94;April 2022;Gently sweet-tart, complexly layered. Dried blackberry, honeysuckle, hazelnut butter, cocoa nib, a hint of wine barrel in aroma and cup. Sweetly tart structure with winey acidity;
Glory Days;Nostalgia Coffee Roasters;Medium;United States;Mexico;5,29;92;April 2022;Deep, rich, chocolaty. Chocolate fudge, roasted almond, Fig Newton, cedar, gardenia in aroma and cup. Sweet-toned with gentle, round acidity;
Guatemala ASPROCDEGUA Women Producers;Yellow Brick Coffee;Medium-Light;United States;Guatemala;5,29;93;may-22;Crisply chocolaty, nut-toned. Baking chocolate, pink grapefruit zest, hazelnut brittle, thyme, agave syrup in aroma and cup. Bittersweet structure with brisk acidity;
Decaf Colombia Finca Las Nubes;Hub Coffee Roasters;Medium-Light;United States;Colombia;5,29;90;may-22;Crisply chocolaty, deeply sweet. Baking chocolate, cashew, caramel, fresh-cut fir, oregano in aroma and cup. Sweet-toned structure with gentle, round acidity;
Nicaragua Selva Negra;Peach Coffee Roasters;Medium-Light;United States;Nicaragua;5,29;93;may-22;Deeply fruity, richly chocolaty. Grape candy, chocolate fudge, magnolia, walnut butter, agave syrup in aroma and cup. Crisply sweet-taert structure with brisk acidity;
Ethiopia Guracho Natural;Modern Times Coffee;Medium-Light;United States;Ethiopia;5,29;93;June 2022;Evaluated as espresso. Delicately berry-toned, richly sweet. Blackberry coulis, cocoa nib, agave syrup, fresh-cut cedar, macadamia nut in aroma and small cup. Silky, viscous mouthfeel;
Birhanu Sisters’ Ethiopia;Swelter Coffee;Medium-Light;United States;Ethiopia;5,29;93;October 2022; Cocoa-toned, juicy and vibrant. Cocoa nib, bergamot, red plum, jasmine, cedar in aroma and cup. Balanced, sweet-toned structure with malic, apple-like acidity;
Long Miles Coffee Project Nkonge Hill Burundi Red Honey;Kakalove Cafe;Medium-Light;Taiwan;Burundi;5,31;92;June 2018;Rich-toned, balanced, deeply sweet. Apricot, dark chocolate, hazelnut, citrusy lantana flowers, cinnamon in aroma and cup. Crisply sweet in structure with lively acidity;
Kenya Ritho FCS Handege Factory AB;Kakalove Cafe;Medium-Light;Taiwan;Kenya;5,31;96;October 2018;Deeply sweet-savory, energetic. Black currant, roasted cacao nib, star jasmine, almond butter, frankincense in aroma and cup. Richly sweet in structure with savory undertones and bright, lyrical acidity;
Ethiopia Natural Guji Uraga G1 Lot 20-05;Kakalove Cafe;Medium-Light;Taiwan;Ethiopia;5,31;94;January 2021;Richly aromatic, sweetly tart, deeply savory. Lilac, dark chocolate, lemon drop, pink grapefruit zest, shiitake mushroom in aroma and cup. Harmonious sweet-tart-savory structure;
Ethiopia Natural Guji Hambella Wate Peaberry;Kakalove Cafe;Light;Taiwan;Ethiopia;5,31;95;April 2021;Delicately fruit-toned, sweetly herbaceous. Dried mango, cocoa nib, lemon verbena, almond, star jasmine in aroma and cup. Sweet-tart structure with gently bright acidity;
Ethiopia Natural Guji D Minor 21/01;Kakalove Cafe;Light;Taiwan;Ethiopia;5,31;95;August 2021;Complex, bright, cleanly fruit-forward. Meyer lemon zest, ripe plum, cocoa nib, violet, black sage in aroma and cup. Sweetly tart with crisp, juicy acidity;
Guatemala Finca El General Slow Dry 6;Kakalove Cafe;Medium-Light;Taiwan;Guatemala;5,31;94;October 2021;Gently fruit-toned, sweetly herbaceous. Dried apricot, marjoram, cocoa nib, lilac, almond butter in aroma and cup. Sweetly tart with vibrant, inviting acidity;
Ethiopia Washed Sidama Bensa Bombe;Kakalove Cafe;Light;Taiwan;Ethiopia;5,31;94;December 2021;Delicately sweet-tart, rich-toned. Dried apricot, dark chocolate, cashew butter, plumeria, pink grapefruit zest in aroma and cup. Sweet structure with tart, juicy;
Kenya Karindundu AB;Blanchard's Coffee;Medium-Light;United States;Kenya;5,31;93;October 2022;Complex, richly bittersweet. Cocoa nib, goji berry, myrrh, cashew butter, hop flowers in aroma and cup. Sweetly savory structure with juicy acidity;
Guatemala Huehuetenango Miralvalle Washed;Crown & Fancy;Medium;Taiwan;Guatemala;5,36;92;August 2018;Crisp, sweetly pungent, deep. Dark chocolate, apricot, fresh-cut cedar, narcissus-like flowers, hazelnut in aroma and cup. Brisk but sweet in structure;
Nano Challa #6 Ethiopia;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,36;93;July 2020;High-toned, richly floral. Star jasmine, cocoa nib, bergamot, almond nougat, oak in aroma and cup. Sweet-tart structure with bright, juicy acidity;
Guatemala Bella Carmona;Highwire Coffee Roasters;Medium-Light;United States;Guatemala;5,36;92;September 2020;Deep-toned, chocolaty. Dark chocolate, date, hazelnut, agave syrup, pink grapefruit zest in aroma and cup. Sweetly tart structure with pert acidity;
Ethiopia Yirgacheffe Gotiti Natural;RD Cafe;Medium-Light;Taiwan;Ethiopia;5,38;95;February 2021;Sweetly floral and berry-driven, balanced. Narcissus, blueberry, honey, nutmeg, milk chocolate in aroma and cup. Sweet-tart structure with round, gentle acidity;
Wolde Hirbe Natural Espresso;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,41;92;February 2020;Evaluated as espresso. Crisply sweet, floral-toned. Molasses, plumeria, fir, date, orange zest in aroma and small cup. Full, creamy body;
Supernatural;Barrington Coffee Roasting;Medium-Light;United States;Ethiopia;5,42;95;June 2022;Evaluated as espresso. Complex, richly tart, sweetly herbaceous. Watermelon candy, sassafras, star jasmine, dark chocolate, hint of eucalyptus in aroma and small cup. Viscous, syrupy mouthfeel;
Colombia Luis Alberto Montoya Antioquia;Temple Coffee and Tea;Medium-Light;United States;Colombia;5,44;92;October 2018;High-toned, crisply sweet. Date, cashew butter, magnolia, grapefruit zest, cedar in aroma and cup. Sweetly tart in structure with brisk acidity;
Banco Gotete Ethiopia;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,44;94;February 2019;Delicate, richly floral, sweetly spice-toned. Almond nougat, white peach, pink peppercorn, wisteria-like flowers, fragrant sandalwood in aroma and cup. Richly bittersweet structure with vibrant, juicy acidity;
D.R. Congo Muungano Co-Op;Temple Coffee Roasters;Medium-Light;United States;Democratic Republic Of The Congo;5,44;92;may-19;Deeply sweet, richly drying, complexly sweet-savory. Nutella, sumac, oak, clove, loquat, hop blossom in aroma and cup. Rounded and rich though drying in structure;
Ethiopia Kayon Mountain (Washed);Red Rooster Coffee Roaster;Light;United States;Ethiopia;5,44;94;August 2020;Elegant, high-toned, complex. Apricot, narcissus, lime, almond brittle, lemon balm in aroma and cup. Sweet-savory structure with juicy, bright acidity;
Ethiopia Yirgacheffe Worka Sakaro Anaerobic;Coffee By Design;Light;United States;Ethiopia;5,44;90;November 2021;Quietly bittersweet, cocoa-toned. Lime zest, cocoa powder, hop flowers, cedar, persimmon in aroma and cup. Bittersweet structure with brisk acidity;
Honduras COMSA Oscar Omar Alonzo;Coffee by Design;Medium-Light;United States;Honduras;5,44;93;may-22;A balanced honey-processed cup that leads with stone fruit and vanilla-like floral notes — sweet, tart, and especially aromatic.;
El Salvador Aida Batlle La Florida Natural;Moore Coffee;Medium-Light;United States;El Salvador;5,48;95;July 2022;Richly floral, fruit-toned, balanced. Passion fruit, pink peppercorn, star jasmine, cocoa nib, sandalwood in aroma and cup. Sweetly tart structure with vibrant acidity;
Murang’a Kenya;JBC Coffee Roasters;Medium-Light;United States;Kenya;5,5;93;August 2019;Richly and pungently zesty. Blackberry, baker’s chocolate, mixed peppercorn, violet, lemon zest in aroma and cup. Brisk and deeply rich-toned structure with a lemon and floral inflection;
Murang’a Kenya Espresso;JBC Coffee Roasters;Medium-Light;United States;Kenya;5,5;93;August 2019;Briskly and richly pungent. Dark chocolate, date, cherry tomato, violet, hints of herbs and spices (sage, cumin, cinnamon) in aroma and small cup. Light and silky, though gently drying mouthfeel. Crisp, quietly resonant finish. Distinctively tart, floral-toned and rich in three parts milk.;
Gedeb Ethiopia;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,51;95;January 2018;Deeply sweet, intensely pungent. Dark chocolate, tangerine zest, star jasmine, maple syrup, frankincense in aroma and cup. Deeply sweet-toned in structure with lively, bright acidity;
Gedeb Espresso;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,51;94;April 2018;Evaluated as espresso. Layered, complex. Dark chocolate, mango, grapefruit zest, cedar, lily-like flowers in aroma and small cup. Lightly syrupy, lively mouthfeel. Mango, chocolate and a hint of flowers persist in a deeply resonant finish. Crisply lively in three-parts milk: continued chocolate and mango-like fruit, while the floral suggestions hint at butterscotch. ;
Alemu Bukato Espresso;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,51;95;September 2018;Evaluated as espresso. Richly sweet, balanced, floral-toned. Dried jasmine, Concord grape, fine musk, mango, tangerine zest in aroma and small cup. Lively, silky-smooth mouthfeel;
